Title,Author,Secondary Author(s),Illustrator(s),Translator(s),State,District,Year-Range
The First 7,"Pohl, Laura",,,,Texas,North East Independent School District,2023-2024
The Last 8,"Pohl, Laura",,,,Texas,North East Independent School District,2023-2024
Dealing With Dating and Romance,"Poole, H. W.",,,,Texas,North East Independent School District,2023-2024
Fever Crumb,"Reeve, Philip",,,,Texas,North East Independent School District,2023-2024
Tag-along Timothy Tours Texas,"Richardson, Jean",,,,Texas,North East Independent School District,2023-2024
Introducing Frankenstein Meets the Wolf Man,"Roza, Greg",,,,Texas,North East Independent School District,2023-2024
Plague Land,"Scarrow, Alex",,,,Texas,North East Independent School District,2023-2024
Keeping Corner,"Sheth, Kashmira",,,,Texas,North East Independent School District,2023-2024
The Promised Neverland,"Shirai, Kaiu",,"Demizu, Posuka",,Texas,North East Independent School District,2023-2024
Thunderhead,"Shusterman, Neal",,,,Texas,North East Independent School District,2023-2024
Somebody Told Me,"Siegert, Mia",,,,Texas,North East Independent School District,2023-2024
Sinews of Thy Heart,"Skogen, Jennifer",,,,Texas,North East Independent School District,2023-2024
Peak,"Smith, Roland",,,,Texas,North East Independent School District,2023-2024
Zen and the Art of Faking It,"Sonnenblick, Jordan",,,,Texas,North East Independent School District,2023-2024
The Visual Dictionary of the Civil War,"Stanchak, John E.",,,,Texas,North East Independent School District,2023-2024
"Pretty Guardian Sailor Moon (Series, Title Not Specified)","Takeuchi, Naoko",,,,Texas,North East Independent School District,2023-2024
"Sakura Hime: The Legend of Princess Sakura (Series, Title Not Specified)","Tanemura, Arina",,,,Texas,North East Independent School District,2023-2024
Virtually Yours,"Tash, Sarvenaz",,,,Texas,North East Independent School District,2023-2024
"Honey and Clover (Series, Title Not Specified)","Umino, Chika",,,,Texas,North East Independent School District,2023-2024
Perpetual Check,"Wallace, Rich",,,,Texas,North East Independent School District,2023-2024
Escape the Mask,"Ward, David",,,,Texas,North East Independent School District,2023-2024
Gendercide: The Implications of Sex Selection,"Warren, Mary Anne",,,,Texas,North East Independent School District,2023-2024
"Captivated, By You","Wayama, Yama",,"Blackman, Abigail","Harvey, Leighann",Texas,North East Independent School District,2023-2024
No Child's Game: Reality TV 2083,"White, Andrea",,,,Texas,North East Independent School District,2023-2024
The Dragon's Tooth,"Wilson, Nathan D.",,,,Texas,North East Independent School District,2023-2024
Another Brooklyn,"Woodson, Jacqueline",,,,Texas,North East Independent School District,2023-2024
"Angel Sanctuary (Series, Title Not Specified)","Yuki, Kaori",,,,Texas,North East Independent School District,2023-2024
"Library Wars: Love and War (Series, Title Not Specified)","Yumi, Kiiro",,,,Texas,North East Independent School District,2023-2024
Freshman Year and Other Unnatural Disasters,"Zeitlin, Meredith",,,,Texas,North East Independent School District,2023-2024
Hooked,"Greenman, Catherine",,,,Texas,Plano Independent School District,2023-2024
A Court of Silver Flames,"Maas, Sarah J.",,,,Texas,Plano Independent School District,2023-2024
Embrace,"Shirvington, Jessica",,,,Texas,Plano Independent School District,2023-2024
Damned,"Palahniuk, Chuck",,,,Texas,Southside Independent School District,2023-2024
Crash and Burn,"Hassan, Michael",,,,Utah,Washington County Schools,2023-2024
Valiant Ladies,"Grey, Melissa",,,,Virginia,Hanover County Public Schools,2023-2024
Kiss Number 8,"Venable, Colleen A. F.",,"Crenshaw, Ellen T.",,Virginia,Lexington City Schools,2023-2024
You Too?: 25 Voices Share Their #MeToo Stories,"Gurtler, Janet","Blount, Patty; Brown, Jennifer; Brownlee, Tiffany; Capelle, Jess; Clifford, Kenna; Darrows, Eva; Davis, Dana L.; Davis, Ronni; Deen, Natasha; DiDomizio, Nicolas; Forna, Namina; Glass, Jenna; Hall, Teri; Hopkins, Ellen; Lee, Mackenzi; Mitchell, Saundra; Novak, Ali; Porinchak, Eve; Rainfield, Cheryl; Revis, Beth; Rogers, Andrea L.; Seitz, Lulabel; Thrace, Mischa; Zhang, Amy",,,Virginia,Spotsylvania County Public Schools,2023-2024
All the Birds in the Sky,"Anders, Charlie Jane",,,,Wisconsin,Elkhorn Area School District,2023-2024
Meet Cute: Some People Are Destined to Meet,"Armentrout, Jennifer L.","Clayton, Dhonielle; Cotugno, Katie; Davies, Jocelyn; LaCour, Nina; Lord, Emery; McGee, Katharine; Morgan, Kass; Russo, Meredith; Shepard, Sara; Yoon, Nicola; Zoboi, Ibi; Murphy, Julie",,,Wisconsin,Elkhorn Area School District,2023-2024
Drowned Cities,"Bacigalupi, Paolo",,,,Wisconsin,Elkhorn Area School District,2023-2024
Of Poseidon,"Banks, Anna",,,,Wisconsin,Elkhorn Area School District,2023-2024
Death Wind,"Bell, William",,,,Wisconsin,Elkhorn Area School District,2023-2024
Doll Bones,"Black, Holly",,"Wheeler, Eliza",,Wisconsin,Elkhorn Area School District,2023-2024
A Quick and Easy Guide to They/Them Pronouns,"Bongiovanni, Archie","Jimerson, Tristan",,,Wisconsin,Elkhorn Area School District,2023-2024
Year of Wonders: A Novel of the Plague,"Brooks, Geraldine",,,,Wisconsin,Elkhorn Area School District,2023-2024
The Bunker Diary,"Brooks, Kevin",,,,Wisconsin,Elkhorn Area School District,2023-2024
Cold Sassy Tree,"Burns, Olive Ann",,,,Wisconsin,Elkhorn Area School District,2023-2024
"I’d Tell You I Love You, But Then I’d Have Kill You","Carter, Ally",,,,Wisconsin,Elkhorn Area School District,2023-2024
My Antonia,"Cather, Willa",,,,Wisconsin,Elkhorn Area School District,2023-2024
Stolen,"Christopher, Lucy",,,,Wisconsin,Elkhorn Area School District,2023-2024
Two Little Girls in Blue,"Clark, Mary Higgins",,,,Wisconsin,Elkhorn Area School District,2023-2024
Catching Fire,"Collins, Suzanne",,,,Wisconsin,Elkhorn Area School District,2023-2024
Mockingjay,"Collins, Suzanne",,,,Wisconsin,Elkhorn Area School District,2023-2024
The Hunger Games,"Collins, Suzanne",,,,Wisconsin,Elkhorn Area School District,2023-2024
Stepsister,"Donnelly, Jennifer",,,,Wisconsin,Elkhorn Area School District,2023-2024
"Hush, Hush","Fitzpatrick, Becca",,,,Wisconsin,Elkhorn Area School District,2023-2024
Hotel on the Corner of Bitter and Sweet,"Ford, Jamie",,,,Wisconsin,Elkhorn Area School District,2023-2024
The Paladin Prophecy,"Frost, Mark",,,,Wisconsin,Elkhorn Area School District,2023-2024
"Good Omens: The Nice and Accurate Prophecies of Agnes Nutter, Witch","Gaiman, Neil",,,,Wisconsin,Elkhorn Area School District,2023-2024
Maggot Moon,"Gardner, Sally",,"Crouch, Julian",,Wisconsin,Elkhorn Area School District,2023-2024
Abraham Lincoln: Vampire Hunter,"Grahame-Smith, Seth",,,,Wisconsin,Elkhorn Area School District,2023-2024
The Girl at Midnight,"Grey, Melissa",,,,Wisconsin,Elkhorn Area School District,2023-2024
Silhouette of a Sparrow,"Griffin, Molly Beth",,,,Wisconsin,Elkhorn Area School District,2023-2024
The Kitchen House,"Grissom, Kathleen",,,,Wisconsin,Elkhorn Area School District,2023-2024
Little Mercies,"Gudenkauf, Heather",,,,Wisconsin,Elkhorn Area School District,2023-2024
The Last Time We Say Goodbye,"Hand, Cynthia",,,,Wisconsin,Elkhorn Area School District,2023-2024
Clique,"Harrison, Lisi",,,,Wisconsin,Elkhorn Area School District,2023-2024
Godless,"Hautman, Pete",,,,Wisconsin,Elkhorn Area School District,2023-2024
Heart-Shaped Box,"Hill, Joe",,,,Wisconsin,Elkhorn Area School District,2023-2024
Switched,"Hocking, Amanda",,,,Wisconsin,Elkhorn Area School District,2023-2024
Redwood and Ponytail,"Holt, K. A.",,,,Wisconsin,Elkhorn Area School District,2023-2024
The Snow Child,"Ivey, Eowyn",,,,Wisconsin,Elkhorn Area School District,2023-2024
The Friday Night Knitting Club,"Jacobs, Kate",,,,Wisconsin,Elkhorn Area School District,2023-2024
Lab Girl,"Jahren, Hope",,,,Wisconsin,Elkhorn Area School District,2023-2024
Roller Girl,"Jamieson, Victoria",,,,Wisconsin,Elkhorn Area School District,2023-2024
Lilac Girls,"Kelly, Martha Hall",,,,Wisconsin,Elkhorn Area School District,2023-2024
A Girl Named Zippy,"Kimmel, Haven",,,,Wisconsin,Elkhorn Area School District,2023-2024
The Poisonwood Bible,"Kingsolver, Barbara",,,,Wisconsin,Elkhorn Area School District,2023-2024
An Age of License: A Travelogue,"Knisley, Lucy",,,,Wisconsin,Elkhorn Area School District,2023-2024
Luckiest Girl Alive,"Knoll, Jessica",,,,Wisconsin,Elkhorn Area School District,2023-2024
In Darkness,"Lake, Nick",,,,Wisconsin,Elkhorn Area School District,2023-2024
Tweet Cute,"Lord, Emma",,,,Wisconsin,Elkhorn Area School District,2023-2024
Lone Survivor: The Eyewitness Account of Operation Redwing and the Lost Heroes of SEAL Team 10,"Luttrell, Marcus","Robinson, Patrick",,,Wisconsin,Elkhorn Area School District,2023-2024
Identity: A Story of Transitioning,"Maison, Corey","Anthony, Zuiker","Smith, Ahmara",,Wisconsin,Elkhorn Area School District,2023-2024
Daughter of the Forest,"Marillier, Juliet",,,,Wisconsin,Elkhorn Area School District,2023-2024
Life of Pi,"Martel, Yann",,,,Wisconsin,Elkhorn Area School District,2023-2024
The Tragic Age,"Metcalfe, Stephen",,,,Wisconsin,Elkhorn Area School District,2023-2024
The Host,"Meyer, Stephenie",,,,Wisconsin,Elkhorn Area School District,2023-2024
The Rest of Us Just Live Here,"Ness, Patrick",,,,Wisconsin,Elkhorn Area School District,2023-2024
The Runaway King,"Nielsen, Jennifer A.",,,,Wisconsin,Elkhorn Area School District,2023-2024
This Is Where It Ends,"Nijkamp, Marieke",,,,Wisconsin,Elkhorn Area School District,2023-2024
Born a Crime: Stories from a South African Childhood,"Noah, Trevor",,,,Wisconsin,Elkhorn Area School District,2023-2024
The Death of Bees,"O'Donnell, Lisa",,,,Wisconsin,Elkhorn Area School District,2023-2024
Dorothy Must Die,"Paige, Daniella",,,,Wisconsin,Elkhorn Area School District,2023-2024
Touch,"Prose, Francine",,,,Wisconsin,Elkhorn Area School District,2023-2024
A Good Kind of Trouble,"Ramée, Lisa Moore",,,,Wisconsin,Elkhorn Area School District,2023-2024
This is Not Forgiveness,"Rees, Celia",,,,Wisconsin,Elkhorn Area School District,2023-2024
Long Way Down,"Reynolds, Jason",,,,Wisconsin,Elkhorn Area School District,2023-2024
Patron Saints of Nothing,"Ribay, Randy",,,,Wisconsin,Elkhorn Area School District,2023-2024
Miss Peregrine’s Home for Peculiar Children,"Riggs, Ransom",,,,Wisconsin,Elkhorn Area School District,2023-2024
The Name of the Wind,"Rothfuss, Patrick",,,,Wisconsin,Elkhorn Area School District,2023-2024
Wayward Son,"Rowell, Rainbow",,,,Wisconsin,Elkhorn Area School District,2023-2024
Denton Little's Deathdate,"Rubin, Lance",,,,Wisconsin,Elkhorn Area School District,2023-2024
"Me and White Supremacy: Combat Racism, Change the World, and Become a Good Ancestor","Saad, Layla F.",,,,Wisconsin,Elkhorn Area School District,2023-2024
Is He a Girl?,"Sachar, Louis",,,,Wisconsin,Elkhorn Area School District,2023-2024
This Song Will Save Your Life,"Sales, Leila",,,,Wisconsin,Elkhorn Area School District,2023-2024
Rebellion,"Sandler, Karen",,,,Wisconsin,Elkhorn Area School District,2023-2024
This Savage Song,"Schwab, Victoria",,,,Wisconsin,Elkhorn Area School District,2023-2024
The End of Your Life Book Club,"Schwalbe, Will",,,,Wisconsin,Elkhorn Area School District,2023-2024
Help for the Haunted Heroine,"Searles, John",,,,Wisconsin,Elkhorn Area School District,2023-2024
"Where'd You Go, Bernadette?","Semple, Maria",,,,Wisconsin,Elkhorn Area School District,2023-2024
The Thirteenth Tale,"Setterfield, Diane",,,,Wisconsin,Elkhorn Area School District,2023-2024
The Killer Angels: The Classic Novel of the Civil War,"Shaara, Michael",,,,Wisconsin,Elkhorn Area School District,2023-2024
The Guernsey Literary and Potato Peel Pie Society,"Shaffer, Mary Anne","Barrows, Annie",,,Wisconsin,Elkhorn Area School District,2023-2024
Bomb: The Race to Build and Steal the World’s Most Dangerous Weapon,"Sheinkin, Steve",,,,Wisconsin,Elkhorn Area School District,2023-2024
UnDivided,"Shusterman, Neal",,,,Wisconsin,Elkhorn Area School District,2023-2024
UnSouled,"Shusterman, Neal",,,,Wisconsin,Elkhorn Area School District,2023-2024
UnWholly,"Shusterman, Neal",,,,Wisconsin,Elkhorn Area School District,2023-2024
The Deep and Dark Blue,"Smith, Niki",,,,Wisconsin,Elkhorn Area School District,2023-2024
The Grapes of Wrath,"Steinbeck, John",,,,Wisconsin,Elkhorn Area School District,2023-2024
Raven Boys,"Stiefvater, Maggie",,,,Wisconsin,Elkhorn Area School District,2023-2024
101 Ways to Dance,"Stinson, Kathy",,,,Wisconsin,Elkhorn Area School District,2023-2024
A Semi-Definitive List of Worst Nightmares,"Sutherland, Krystal",,,,Wisconsin,Elkhorn Area School District,2023-2024
SuperMutant Magic Academy,"Tamaki, Jillian",,,,Wisconsin,Elkhorn Area School District,2023-2024
EducatedLips Touch: Three Times,"Taylor, Laini",,"Di Bartolo, Jim",,Wisconsin,Elkhorn Area School District,2023-2024
Vanity Fair,"Thackeray, William Makepeace",,,,Wisconsin,Elkhorn Area School District,2023-2024
Surviving the Applewhites,"Tolan, Stephanie",,,,Wisconsin,Elkhorn Area School District,2023-2024
The Unlikely Hero of Room 13B,"Toten, Teresa",,,,Wisconsin,Elkhorn Area School District,2023-2024
The Last Boy and Girl in the World,"Vivian, Siobhan",,,,Wisconsin,Elkhorn Area School District,2023-2024
The Age of Miracles,"Walker, Karen Thompson",,,,Wisconsin,Elkhorn Area School District,2023-2024
Code Name Verity,"Wein, Elizabeth",,,,Wisconsin,Elkhorn Area School District,2023-2024
Rose Under Fire,"Wein, Elizabeth",,,,Wisconsin,Elkhorn Area School District,2023-2024
The Martian,"Weir, Andy",,,,Wisconsin,Elkhorn Area School District,2023-2024
Educated: A Memoir,"Westover, Tara",,,,Wisconsin,Elkhorn Area School District,2023-2024
Where Things Come Back,"Whaley, John Corey",,,,Wisconsin,Elkhorn Area School District,2023-2024
How I Made It to Eighteen: A Mostly True Story,"White, Tracy",,,,Wisconsin,Elkhorn Area School District,2023-2024
The Glass Menagerie,"Williams, Tennessee",,,,Wisconsin,Elkhorn Area School District,2023-2024
The 5th Wave,"Yancey, Rick",,,,Wisconsin,Elkhorn Area School District,2023-2024
Story of a Girl,"Zarr, Sara",,,,Wisconsin,Elkhorn Area School District,2023-2024
